image_id,PickScore,VIA_SPECS,spatial_gain,hazard_gain,action_gain,object_gain,context_gain
sm_1.jpg,0.20708146691322327,0.16123086214065552,0.0,0.0,1.2220397591590881,-0.5545139312744141,0.0
sm_10.jpg,0.19915857911109924,-0.8126069605350494,-2.0142167806625366,0.0,-1.5076830983161926,0.6212979555130005,0.0
sm_100.jpg,0.20797379314899445,0.5588027834892273,0.0,0.0,2.2020503878593445,0.7892847061157227,0.0
sm_11.jpg,0.18902647495269775,0.46011537313461304,-0.2301424741744995,0.0,1.901128888130188,0.992882251739502,0.0
sm_12.jpg,0.21479174494743347,0.07286861538887024,0.0,0.0,-0.26337653398513794,0.8369594812393188,0.0
sm_13.jpg,0.19156017899513245,0.1373903453350067,0.0,0.0,0.2467632293701172,0.5869179964065552,0.0
sm_14.jpg,0.1884755790233612,0.07600978016853333,0.0,0.0,-0.2323552966117859,0.81653892993927,0.0
sm_15.jpg,0.21315941214561462,0.9069465100765228,-0.27294307947158813,0.0,3.451448678970337,1.990264654159546,0.0
sm_16.jpg,0.21126292645931244,0.6377904117107391,0.0,0.0,3.466223180294037,-0.3696948289871216,0.0
sm_17.jpg,0.2149256020784378,0.32105982303619385,0.0,0.0,1.9331321120262146,-0.43711066246032715,0.0
sm_18.jpg,0.2262190878391266,-0.3037683665752411,-0.5254164338111877,0.0,-0.4199206829071045,-0.4143953323364258,0.0
sm_19.jpg,0.21878324449062347,0.0784127414226532,0.0,0.0,0.6157487630844116,-0.29824674129486084,0.0
sm_2.jpg,0.20484627783298492,1.5500649809837341,0.4801541566848755,0.0,7.363384962081909,-0.44438838958740234,0.0
sm_20.jpg,0.20683081448078156,0.008565336465835571,-0.9557813405990601,0.0,1.454569399356842,0.02923905849456787,0.0
sm_21.jpg,0.21217741072177887,0.7281066477298737,0.0,0.0,3.477904200553894,0.21683871746063232,0.0
sm_22.jpg,0.2181941717863083,0.12959599494934082,0.0,0.0,0.690712034702301,-0.0569760799407959,0.0
sm_23.jpg,0.20658572018146515,-0.1808077096939087,-0.09060651063919067,0.0,-1.819700002670288,1.4020949602127075,0.0
sm_24.jpg,0.20324040949344635,0.1817476749420166,0.0,0.0,0.5603283643722534,0.46454668045043945,0.0
sm_25.jpg,0.2072138488292694,0.13572335243225098,0.0,0.0,1.5221759676933289,-1.1247456073760986,0.0
sm_26.jpg,0.2116156965494156,0.6761950254440308,0.0,0.0,2.9800429940223694,0.5345761775970459,0.0
sm_27.jpg,0.20257097482681274,-0.5022692680358887,-1.458016037940979,0.0,-0.6170719861984253,0.3903329372406006,0.0
sm_28.jpg,0.20731791853904724,0.11457711458206177,0.0,0.0,0.5728855729103088,0.0,0.0
sm_29.jpg,0.21126171946525574,0.5706402659416199,0.0,0.0,3.394649922847748,-0.7219314575195312,0.0
sm_3.jpg,0.20460501313209534,0.6834377348423004,0.0,0.0,2.3823946714401245,1.3797253370285034,0.0
sm_30.jpg,0.20853757858276367,0.8195114135742188,0.0,0.0,4.167526960372925,-0.0932931900024414,0.0
sm_31.jpg,0.20105180144309998,-1.1599455773830414,0.8910581469535828,0.0,-4.91567850112915,-2.960848808288574,0.0
sm_32.jpg,0.20515741407871246,0.47644346952438354,0.0,0.0,2.3822173476219177,0.0,0.0
sm_33.jpg,0.20365488529205322,-0.8709251880645752,-2.3904159665107727,0.0,0.640532374382019,-1.879379153251648,0.0
sm_34.jpg,0.19883956015110016,0.0008386373519897461,-1.0433703660964966,0.0,0.44828206300735474,1.4946222305297852,0.0
sm_35.jpg,0.20990824699401855,-0.436251163482666,0.16395151615142822,0.0,-2.053976058959961,-0.49760937690734863,0.0
sm_36.jpg,0.20140577852725983,0.21425262093544006,0.0,0.0,-1.543240249156952,3.4860044717788696,0.0
sm_37.jpg,0.2081765979528427,-0.06988063454627991,0.0,0.0,0.22211074829101562,-0.7620185613632202,0.0
sm_38.jpg,0.20373883843421936,-0.236235111951828,0.0,0.0,-0.258404016494751,-1.230362057685852,0.0
sm_39.jpg,0.18821272253990173,-0.16751348972320557,0.0,0.0,-0.7706284523010254,-0.08925199508666992,0.0
sm_4.jpg,0.20312578976154327,0.6441815197467804,-0.2468883991241455,0.0,2.939148247241974,0.8694559335708618,0.0
sm_40.jpg,0.20515227317810059,0.1948907971382141,0.0,0.0,0.32103657722473145,0.8712232112884521,0.0
sm_41.jpg,0.20038935542106628,0.4875929653644562,0.0,0.0,2.566806972026825,-0.1717895269393921,0.0
sm_42.jpg,0.21251389384269714,0.28206080198287964,0.0,0.0,2.37589031457901,-1.2874484062194824,0.0
sm_43.jpg,0.2130463719367981,-0.14515280723571777,0.0,0.0,-0.12744367122650146,-0.7977604866027832,0.0
sm_44.jpg,0.21387290954589844,-0.4217301309108734,0.0,0.0,-2.241489291191101,0.177118182182312,0.0
sm_45.jpg,0.22992591559886932,-0.49153998494148254,-2.2956475615501404,0.0,0.2794027328491211,0.9418249130249023,0.0
sm_46.jpg,0.20671381056308746,-0.02655327320098877,0.0,0.0,-0.932815670967102,1.066732406616211,0.0
sm_47.jpg,0.20510953664779663,0.12338444590568542,0.0,0.0,1.085086166858673,-0.6242185831069946,0.0
sm_48.jpg,0.202387273311615,0.9796196222305298,0.0,0.0,5.301408469676971,-0.5377471446990967,0.0
sm_49.jpg,0.21040745079517365,-0.18806517124176025,0.0,0.0,-0.7826834917068481,-0.2101898193359375,0.0
sm_5.jpg,0.20332704484462738,0.07772266864776611,0.0,0.0,0.8592918515205383,-0.6275713443756104,0.0
sm_50.jpg,0.20319898426532745,-0.12889936566352844,0.0,0.0,-0.9855374693870544,0.4547208547592163,0.0
sm_51.jpg,0.19974327087402344,0.06210222840309143,0.0,0.0,0.05752742290496826,0.33731162548065186,0.0
sm_52.jpg,0.2000335454940796,-0.7692387700080872,0.0,0.0,-2.8925612568855286,-1.271510124206543,0.0
sm_53.jpg,0.2015192210674286,-0.045841485261917114,0.0,0.0,-0.2233356237411499,-0.007829070091247559,0.0
sm_54.jpg,0.21244166791439056,0.04958450794219971,-0.3405958414077759,0.0,0.7588163018226624,0.0,0.0
sm_55.jpg,0.2042003571987152,-0.42150259017944336,0.0,0.0,-2.767336368560791,0.8797645568847656,0.0
sm_56.jpg,0.1964746117591858,0.3710857033729553,0.0,0.0,1.610301434993744,0.32683610916137695,0.0
sm_57.jpg,0.21346130967140198,2.740008682012558,0.0,0.0,13.439319282770157,0.34763216972351074,0.0
sm_58.jpg,0.2054787278175354,-0.4358573257923126,0.0,0.0,-1.6510993242263794,-0.7042497396469116,0.0
sm_59.jpg,0.19936002790927887,-0.7191954553127289,0.0,0.0,-3.7654906511306763,0.22601783275604248,0.0
sm_6.jpg,0.20170679688453674,0.17457500100135803,0.0,0.0,2.768421173095703,-2.5273948907852173,0.0
sm_60.jpg,0.2057667225599289,-0.8953411877155304,0.0,0.0,-3.943239152431488,-0.7112890481948853,0.0
sm_61.jpg,0.20657986402511597,-0.19821882247924805,0.0,0.0,-1.1361569166183472,0.19341707229614258,0.0
sm_62.jpg,0.19586288928985596,0.23075953125953674,0.0,0.0,0.28823763132095337,1.1540800333023071,0.0
sm_63.jpg,0.2090579718351364,-0.030547529458999634,0.0,0.0,0.620800256729126,-1.0313838720321655,0.0
sm_64.jpg,0.21037648618221283,0.271361768245697,0.0,0.0,0.5241751670837402,1.1101782321929932,0.0
sm_65.jpg,0.20043644309043884,0.21446123719215393,0.0,0.0,0.10022670030593872,1.296105980873108,0.0
sm_66.jpg,0.19410933554172516,-0.17366036772727966,0.0,0.0,-0.687853991985321,-0.24059712886810303,0.0
sm_67.jpg,0.2059493362903595,0.22078096866607666,0.0,0.0,1.6111284494400024,-0.6762981414794922,0.0
sm_68.jpg,0.210151806473732,0.7654261589050293,1.512494683265686,0.0,0.8527219295501709,0.9408891201019287,0.0
sm_69.jpg,0.19677987694740295,-0.8009324967861176,0.0,0.0,-2.377292513847351,-2.169826626777649,0.0
sm_7.jpg,0.2101166993379593,0.02940848469734192,0.9257763624191284,0.0,-1.3498201966285706,0.1442641019821167,0.0
sm_70.jpg,0.19992172718048096,-0.009659156203269958,0.0,0.0,0.10758638381958008,-0.2078428864479065,0.0
sm_71.jpg,0.20124861598014832,0.21671414375305176,0.0,0.0,-0.2657949924468994,1.799154281616211,0.0
sm_72.jpg,0.20066377520561218,-0.8915403485298157,-0.4500836133956909,0.0,-3.138256072998047,-0.8590936660766602,0.0
sm_73.jpg,0.22161243855953217,-0.3338967263698578,-0.7187262177467346,0.0,-0.8064091205596924,0.28668642044067383,0.0
sm_74.jpg,0.19648265838623047,0.7062095403671265,0.0,0.0,3.8413971662521362,-0.4137992858886719,0.0
sm_75.jpg,0.1917443424463272,0.6013697385787964,0.0,0.0,2.0435333251953125,1.2844204902648926,0.0
sm_76.jpg,0.19953100383281708,0.9025433659553528,0.0,0.0,3.1617194414138794,1.8013298511505127,0.0
sm_77.jpg,0.2189876139163971,0.2182599902153015,-0.2439454197883606,0.0,1.9373983144760132,-0.6402403116226196,0.0
sm_78.jpg,0.20411750674247742,-1.296936273574829,-2.679121494293213,0.0,-0.12932568788528442,-3.1155645847320557,0.0
sm_79.jpg,0.19494734704494476,0.020393282175064087,0.0,0.0,0.038123130798339844,0.08512437343597412,0.0
sm_8.jpg,0.2166479229927063,0.05352601408958435,-0.3498867154121399,0.0,0.04312694072723389,0.9991109371185303,0.0
sm_80.jpg,0.20782776176929474,-0.3292280435562134,0.0,0.0,-1.646140217781067,0.0,0.0
sm_81.jpg,0.21006163954734802,0.34632861614227295,0.0,0.0,1.5150859951972961,0.2887427806854248,0.0
sm_82.jpg,0.19488245248794556,-0.6709796190261841,0.0,0.0,-3.060382604598999,-0.3926873207092285,0.0
sm_83.jpg,0.194891557097435,0.22714391350746155,0.0,0.0,1.5133857727050781,-0.5035549402236938,0.0
sm_84.jpg,0.19923512637615204,0.13587698340415955,0.0,0.0,0.9282290935516357,-0.3317922353744507,0.0
sm_85.jpg,0.20164282619953156,-0.16237646341323853,0.0,0.0,-0.4431098699569702,-0.4916965961456299,0.0
sm_86.jpg,0.2181527316570282,0.052134692668914795,0.5951717495918274,0.0,-0.08957386016845703,-0.7233470678329468,0.0
sm_87.jpg,0.2070564180612564,0.30043721199035645,0.9571835398674011,0.0,0.2633810043334961,-0.2626270055770874,0.0
sm_88.jpg,0.2245008647441864,-0.9986935555934906,-2.3557662963867188,0.0,-1.4842242002487183,0.03254115581512451,0.0
sm_89.jpg,0.20542791485786438,-0.09537830948829651,0.0,0.0,-1.2097179889678955,0.9771019220352173,0.0
sm_9.jpg,0.208175390958786,-0.4992575943470001,-1.0366901755332947,0.0,-0.6206035614013672,-0.4275321960449219,0.0
sm_90.jpg,0.21696296334266663,-0.1303483545780182,0.0,0.0,-0.5374014377593994,-0.15245378017425537,0.0
sm_91.jpg,0.18644589185714722,-0.18320217728614807,-0.503183901309967,0.0,-0.45131146907806396,0.3867685794830322,0.0
sm_92.jpg,0.20821581780910492,-0.06010279059410095,0.0,0.0,1.0024875402450562,-1.7373353242874146,0.0
sm_93.jpg,0.21553751826286316,0.16611792147159576,0.644192099571228,0.0,0.680503249168396,-1.088269054889679,0.0
sm_94.jpg,0.2168552428483963,-0.06773144006729126,0.0,0.0,0.32927989959716797,-0.890582799911499,0.0
sm_95.jpg,0.207109272480011,0.16803935170173645,0.0,0.0,0.5528628826141357,0.383111834526062,0.0
sm_96.jpg,0.20870625972747803,-0.0013722479343414307,0.0,0.0,-1.4954090118408203,1.9847303628921509,0.0
sm_97.jpg,0.20360256731510162,-0.109957754611969,0.0,0.0,-1.094353199005127,0.726085901260376,0.0
sm_98.jpg,0.20284859836101532,-0.5985243618488312,0.0,0.0,-2.3801907896995544,-0.8165746927261353,0.0
sm_99.jpg,0.20676486194133759,-0.33807992935180664,0.0,0.0,-2.563731372356415,1.1644423007965088,0.0
